movie_title,content_rating,genres,directors,runtime,tomatometer_status,tomatometer_rating,audience_rating,tomatometer_top_critics_count
Laura,NR,"Classics, Mystery & Suspense",Otto Preminger,88,Certified-Fresh,100,90,12
Legend,PG,"Drama, Science Fiction & Fantasy",Ridley Scott,89,Rotten,38,73,8
Les Miserables,NR,"Classics, Drama",Richard Boleslawski,108,Fresh,83,85,3
The Letter,PG,"Classics, Drama",William Wyler,95,Fresh,100,82,0
Lilies of the Field,NR,"Classics, Comedy, Drama",Ralph Nelson,94,Fresh,91,86,4
The Lion in Winter,PG,"Classics, Drama",Anthony Harvey,132,Certified-Fresh,90,90,10
The Little Drummer Boy,NR,"Animation, Art House & International, Kids & Family","Arthur Rankin Jr., Jules Bass, Takeya Nakamura",,Fresh,75,57,5
Little Lord Fauntleroy,NR,"Classics, Drama, Kids & Family",John Cromwell,98,Fresh,88,73,0
The Little Princess,G,"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts","William A. Seiter, Walter Lang",91,Fresh,88,81,0
A Little Romance,PG,"Art House & International, Comedy, Drama, Romance",George Roy Hill,108,Fresh,71,85,8
The Little Shop of Horrors,R,"Classics, Comedy, Cult Movies, Horror",Roger Corman,70,Fresh,92,55,0
Little Shop of Horrors,PG-13,"Comedy, Horror, Musical & Performing Arts, Science Fiction & Fantasy",Frank Oz,93,Certified-Fresh,90,79,10
Little Women,NR,"Classics, Drama, Kids & Family, Romance",George Cukor,116,Fresh,94,78,3
Little Women,G,"Classics, Drama, Kids & Family, Romance",Mervyn LeRoy,121,Fresh,71,83,3
Lock Up,R,"Action & Adventure, Drama, Mystery & Suspense","John Flynn, John J. Flynn Jr.",103,Rotten,23,50,0
Lolita,NR,"Classics, Comedy, Drama",Stanley Kubrick,152,Fresh,91,84,4
Long Day's Journey Into Night,NR,"Classics, Drama",Sidney Lumet,174,Fresh,94,86,2
"The Long, Hot Summer",NR,"Classics, Drama",Martin Ritt,115,Fresh,89,82,5
The Longest Yard,R,"Action & Adventure, Classics, Comedy, Drama",Robert Aldrich,121,Fresh,79,75,5
Look Back in Anger,NR,"Art House & International, Classics, Drama",Tony Richardson,99,Fresh,92,76,1
The Lost Patrol,NR,"Action & Adventure, Classics, Drama",John Ford,74,Fresh,100,65,0
The Love Bug,G,"Action & Adventure, Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Robert Stevenson,107,Fresh,76,66,5
Lovesick,PG,"Comedy, Romance",Marshall Brickman,95,Rotten,40,29,0
Lust for Life,PG,"Classics, Drama",Vincente Minnelli,122,Fresh,100,81,0
M,NR,"Art House & International, Drama, Mystery & Suspense",Fritz Lang,99,Certified-Fresh,100,95,16
Madame X,NR,"Art House & International, Classics, Drama",David Lowell Rich,99,Fresh,60,80,0
Made in Heaven,PG,"Comedy, Drama, Science Fiction & Fantasy, Romance",Alan Rudolph,102,Rotten,50,83,1
The Magic Flute (Trollflöjten),G,"Art House & International, Comedy, Musical & Performing Arts, Science Fiction & Fantasy, Television, Romance",Ingmar Bergman,134,Fresh,91,85,6
The Magnificent Ambersons,NR,"Classics, Drama",Orson Welles,88,Certified-Fresh,89,85,14
The Magnificent Seven,R,"Action & Adventure, Classics, Drama, Western",John Sturges,126,Certified-Fresh,89,87,7
The Main Event,PG,"Comedy, Special Interest, Romance",Howard Zieff,112,Rotten,40,42,2
The Maltese Falcon,PG,"Drama, Mystery & Suspense",John Huston,100,Certified-Fresh,100,91,9
A Man for All Seasons,G,"Classics, Drama",Fred Zinnemann,120,Certified-Fresh,83,87,7
The Manchurian Candidate,PG-13,"Classics, Drama, Mystery & Suspense",John Frankenheimer,126,Certified-Fresh,97,90,10
The Manhattan Project,PG-13,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Marshall Brickman,117,Rotten,50,46,1
Manhunter,R,"Action & Adventure, Mystery & Suspense",Michael Mann,119,Certified-Fresh,93,77,7
Mannequin,PG,"Comedy, Science Fiction & Fantasy, Romance",Michael Gottlieb,89,Rotten,21,55,9
The Mark of Zorro,NR,"Action & Adventure, Classics, Western, Romance",Fred Niblo,90,Fresh,88,71,1
Marty,NR,"Classics, Drama, Romance",Delbert Mann,91,Certified-Fresh,98,87,8
Masquerade,R,"Horror, Mystery & Suspense, Romance",Bob Swaim,90,Rotten,50,50,1
The Mechanic,R,"Action & Adventure, Classics, Drama, Mystery & Suspense",Michael Winner,100,Rotten,25,66,1
The Men,NR,"Classics, Drama",Fred Zinnemann,86,Fresh,77,74,4
Meteor,PG,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Ronald Neame,107,Rotten,5,12,3
Metropolis,PG-13,"Action & Adventure, Art House & International, Classics, Drama, Science Fiction & Fantasy",Fritz Lang,123,Certified-Fresh,97,92,39
A Midsummer Night's Dream,NR,"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance","William Dieterle, Max Reinhardt",132,Fresh,91,62,0
Mighty Joe Young,PG,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",Ernest B. Schoedsack,94,Fresh,95,63,1
The Miracle Worker,NR,"Classics, Drama",Arthur Penn,106,Fresh,96,88,4
Missing in Action,R,Action & Adventure,Joseph Zito,102,Rotten,19,42,1
The Mission,PG,"Art House & International, Drama",Roland Joffé,128,Fresh,64,87,7
Mister Roberts,NR,"Classics, Comedy, Drama","John Ford, Mervyn LeRoy",123,Fresh,92,84,4
Moby Dick,G,"Action & Adventure, Classics, Drama",John Huston,116,Fresh,86,73,5
Monkey Business,NR,"Classics, Comedy","Norman McLeod, Norman Z. McLeod",78,Fresh,94,84,0
Monkey Business,PG,"Classics, Comedy, Drama, Science Fiction & Fantasy",Howard Hawks,97,Fresh,88,68,5
Moonraker,PG,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Lewis Gilbert,126,Fresh,60,43,9
Morning Glory,NR,"Classics, Drama",Lowell Sherman,74,Fresh,64,45,0
Moulin Rouge,NR,"Classics, Drama, Musical & Performing Arts",John Huston,123,Fresh,78,90,1
Mr. & Mrs. Smith,NR,"Classics, Comedy, Romance",Alfred Hitchcock,95,Fresh,67,48,5
Mrs. Soffel,PG-13,"Drama, Mystery & Suspense",Gillian Armstrong,112,Rotten,36,45,4
The Mummy,NR,"Classics, Horror, Romance",Karl W. Freund,72,Certified-Fresh,88,72,7
The Mummy,G,"Art House & International, Classics, Horror",Terence Fisher,88,Fresh,89,64,0
Murder!,NR,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,92,Fresh,88,39,4
The Music Man,G,"Musical & Performing Arts, Romance",Morton DaCosta,151,Fresh,94,85,0
Mutiny on the Bounty,NR,"Action & Adventure, Classics, Drama",Frank Lloyd,132,Certified-Fresh,93,83,9
Mutiny on the Bounty,NR,"Action & Adventure, Classics, Drama","Lewis Milestone, Carol Reed",179,Fresh,68,73,3
My Man Godfrey,G,"Classics, Comedy, Drama, Romance",Gregory La Cava,95,Fresh,97,90,7
Mysterious Island,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy","Cyril Endfield, Cy Endfield",101,Fresh,80,63,0
Near Dark,R,"Horror, Mystery & Suspense, Western, Romance",Kathryn Bigelow,95,Certified-Fresh,88,74,9
Neighbors,R,Comedy,John G. Avildsen,94,Rotten,57,49,1
Next of Kin,R,"Action & Adventure, Drama",John Irvin,108,Rotten,56,45,0
Nicholas and Alexandra,PG,"Art House & International, Classics, Drama",Franklin J. Schaffner,183,Fresh,67,78,6
Night and Day,NR,"Classics, Drama, Musical & Performing Arts",Michael Curtiz,128,Fresh,60,42,0
A Night at the Opera,NR,"Classics, Comedy, Musical & Performing Arts, Romance",Sam Wood,93,Certified-Fresh,98,91,6
Night of the Living Dead,NR,"Classics, Cult Movies, Horror",George A. Romero,96,Certified-Fresh,97,87,10
A Night to Remember,NR,"Action & Adventure, Classics, Drama, Special Interest",Roy Ward Baker,123,Fresh,100,90,4
Nighthawks,R,Action & Adventure,Bruce Malmuth,99,Fresh,70,54,4
No Man's Land,R,"Action & Adventure, Drama",Peter Werner,106,Rotten,50,63,1
No Mercy,R,"Action & Adventure, Drama, Mystery & Suspense",Richard Pearce,107,Rotten,27,28,5
No Way Out,R,"Action & Adventure, Drama, Mystery & Suspense",Roger Donaldson,113,Certified-Fresh,91,72,13
The Nutty Professor,NR,"Classics, Comedy",Jerry Lewis,107,Fresh,85,67,0
Obsession,PG,"Drama, Mystery & Suspense",Brian DePalma,98,Fresh,73,59,4
The Odd Couple,PG,"Classics, Comedy, Drama",Gene Saks,105,Fresh,97,89,6
Odd Man Out,NR,"Classics, Drama, Mystery & Suspense",Carol Reed,115,Fresh,100,86,8
The Odessa File,PG,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",Ronald Neame,128,Fresh,64,64,3
The Omen,R,"Classics, Horror, Mystery & Suspense",Richard Donner,111,Certified-Fresh,86,80,7
On the Beach,NR,"Classics, Drama, Science Fiction & Fantasy",Stanley Kramer,133,Fresh,76,69,3
On the Town,NR,"Classics, Comedy, Musical & Performing Arts","Stanley Donen, Gene Kelly",98,Fresh,93,83,5
Only When I Laugh,R,"Comedy, Drama","Glenn Jordan, Vernon Lawrence",120,Rotten,57,42,1
Our Town,NR,"Classics, Drama",Sam Wood,90,Fresh,86,46,0
Out of the Dark,R,"Comedy, Drama, Horror, Mystery & Suspense",Michael Schroeder,90,Rotten,50,29,0
The Out-of-Towners,PG-13,"Classics, Comedy",Arthur Hiller,97,Fresh,63,69,2
The Parent Trap,G,"Classics, Comedy, Kids & Family, Romance",David Swift,124,Fresh,90,75,1
The Party,PG,"Classics, Comedy",Blake Edwards,99,Fresh,82,88,1
Pennies From Heaven,R,"Drama, Musical & Performing Arts, Romance",Herbert Ross,107,Fresh,82,65,7
Peter Pan,G,"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy","Wilfred Jackson, Clyde Geronimi, Hamilton Luske",76,Fresh,81,80,6
The Phantom of the Opera,R,Horror,"Dwight H. Little, Dwight Little",90,Rotten,38,53,0
Phantom Of The Opera,NR,"Classics, Drama, Horror","Lon Chaney Jr, Rupert Julian, Edward Sedgwick",84,Certified-Fresh,90,84,11
The Picture of Dorian Gray,NR,"Classics, Drama, Horror, Science Fiction & Fantasy",Albert Lewin,110,Fresh,93,76,1
The Pink Panther,NR,"Comedy, Mystery & Suspense, Romance",Blake Edwards,113,Fresh,89,78,1
Piranha,R,"Comedy, Horror, Science Fiction & Fantasy",Joe Dante,92,Fresh,69,41,0
The Pirates of Penzance,G,"Action & Adventure, Classics, Comedy, Musical & Performing Arts",Wilford Leach,112,Fresh,81,83,3
Pit and the Pendulum (The Pit and the Pendulum),NR,"Cult Movies, Horror",Roger Corman,80,Fresh,87,74,2
Planet of the Apes,G,"Classics, Science Fiction & Fantasy",Franklin J. Schaffner,112,Certified-Fresh,87,87,11
Point Blank,R,"Action & Adventure, Classics, Drama, Mystery & Suspense",John Boorman,92,Fresh,95,84,6
Pollyanna,G,"Drama, Kids & Family",David Swift,134,Fresh,86,79,2
Poltergeist,PG,Horror,Tobe Hooper,114,Certified-Fresh,86,79,8
Popeye,PG,"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",Robert Altman,114,Fresh,61,39,5
The Poseidon Adventure,PG,"Action & Adventure, Drama, Mystery & Suspense","Ronald Neame, Irwin Allen",117,Fresh,80,75,1
Posse,PG,"Action & Adventure, Western",Kirk Douglas,94,Fresh,67,52,0
The Postman Always Rings Twice,R,"Classics, Drama, Mystery & Suspense",Tay Garnett,113,Fresh,89,79,1
The Postman Always Rings Twice,PG,"Drama, Mystery & Suspense",Bob Rafelson,123,Fresh,79,59,1
Power,R,Drama,Sidney Lumet,111,Rotten,50,45,3
Pride and Prejudice,NR,"Classics, Comedy, Drama",Robert Z. Leonard,118,Fresh,100,77,2
The Prince and the Pauper,PG,"Action & Adventure, Classics, Drama",William Keighley,120,Fresh,67,63,0
The Prisoner of Zenda,NR,"Action & Adventure, Classics, Drama","John Cromwell, George Cukor, W.S. Van Dyke",101,Fresh,100,80,0
The Prisoner,NR,"Art House & International, Classics, Drama",Peter Glenville,94,Fresh,71,71,0
The Producers,PG,"Classics, Comedy",Mel Brooks,88,Certified-Fresh,90,85,12
Project X,PG,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",Jonathan Kaplan,108,Fresh,75,55,9
Prom Night,R,Horror,Paul Lynch,91,Rotten,48,35,4
Promised Land,R,Drama,Gus Van Sant,106,Rotten,53,46,42
Prophecy,PG,"Horror, Science Fiction & Fantasy",John Frankenheimer,102,Rotten,24,36,0
The Protector,R,"Action & Adventure, Drama",James Glickenhaus,95,Rotten,20,45,0
The Prowler,R,Horror,Joseph Zito,88,Fresh,67,49,0
The Public Enemy,NR,"Action & Adventure, Classics, Drama, Musical & Performing Arts",William Wellman,84,Fresh,100,84,4
Pulse,PG-13,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Paul Golding,91,Fresh,62,30,4
Quo Vadis?,PG,"Classics, Documentary, Drama, Special Interest, Romance, Faith & Spirituality",Mervyn LeRoy,171,Fresh,88,73,6
A Raisin in the Sun,PG,"Classics, Drama",Daniel Petrie Sr.,128,Fresh,94,86,1
Raw Deal,R,Action & Adventure,John Irvin,105,Rotten,23,28,1
The Razor's Edge,NR,"Classics, Drama, Romance",Edmund Goulding,146,Fresh,71,72,0
The Razor's Edge,PG-13,Drama,John Byrum,128,Rotten,50,77,2
Rear Window,PG,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,112,Certified-Fresh,99,95,19
Reckless,R,"Action & Adventure, Comedy, Drama, Romance",James Foley,90,Rotten,0,69,3
Red Dawn,PG-13,Action & Adventure,John Milius,114,Rotten,46,65,1
Red Heat,R,"Action & Adventure, Classics, Drama",Walter Hill,103,Fresh,67,37,6
The Red Shoes,R,"Classics, Drama, Musical & Performing Arts, Romance","Michael Powell, Emeric Pressburger",133,Certified-Fresh,97,92,16
Red Sonja,PG-13,"Action & Adventure, Science Fiction & Fantasy",Richard Fleischer,89,Rotten,15,28,6
Monanieba (Repentance),PG,"Art House & International, Drama",Tenghiz Abuladze,145,Fresh,67,90,5
Return to Oz,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Walter Murch,110,Rotten,53,71,10
Revenge,R,"Action & Adventure, Drama, Mystery & Suspense, Romance",Tony Scott,124,Rotten,35,54,2
Rich and Famous,R,"Comedy, Drama",George Cukor,115,Rotten,57,38,2
Risky Business,R,Comedy,Paul Brickman,96,Certified-Fresh,92,72,7
Road House,R,"Action & Adventure, Mystery & Suspense",Rowdy Herrington,112,Rotten,39,66,12
Robin Hood,G,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance",Wolfgang Reitherman,83,Rotten,54,81,6
RoboCop,R,"Action & Adventure, Drama, Science Fiction & Fantasy",Paul Verhoeven,102,Certified-Fresh,90,84,12
Rock 'n' Roll High School,PG,Comedy,Allan Arkush,93,Fresh,81,75,3
Rocky,PG,"Drama, Sports & Fitness",John G. Avildsen,119,Certified-Fresh,94,69,11
The Roman Spring of Mrs. Stone,R,"Classics, Drama, Romance",Jose Quintero,104,Rotten,0,60,0
Romeo and Juliet,PG,"Drama, Romance",Franco Zeffirelli,138,Fresh,95,74,5
Rudolph the Red-Nosed Reindeer,NR,"Animation, Classics, Kids & Family, Television","Maury Laws, Larry Roemer",8,Fresh,95,84,4
Runaway,PG-13,"Action & Adventure, Science Fiction & Fantasy",Michael Crichton,100,Rotten,47,32,3
Running Scared,R,"Action & Adventure, Comedy",Peter Hyams,106,Rotten,57,58,6
Sabotage,R,"Classics, Mystery & Suspense",Alfred Hitchcock,76,Fresh,100,69,1
Sabrina,G,"Classics, Comedy, Drama, Romance",Billy Wilder,113,Fresh,92,89,8
Sahara,NR,"Action & Adventure, Classics, Drama",Zoltan Korda,97,Fresh,100,86,3
Samson and Delilah,G,"Classics, Drama",Cecil B. DeMille,128,Fresh,63,59,4
Scanners,R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",David Cronenberg,102,Fresh,70,64,6
Scarecrow,R,"Classics, Drama",Jerry Schatzberg,115,Fresh,75,79,8
Scarface,PG,"Classics, Drama",Howard Hawks,93,Certified-Fresh,98,86,8
Scrooge,G,"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Ronald Neame,118,Fresh,74,84,5
The Sea Hawk,NR,"Action & Adventure, Classics, Drama, Romance",Michael Curtiz,127,Fresh,93,87,0
Second Sight,PG,"Comedy, Science Fiction & Fantasy",Joel Zwick,84,Rotten,0,29,0
Blind Terror (See No Evil),PG,"Drama, Horror, Mystery & Suspense",Richard Fleischer,89,Rotten,56,56,1
Separate Tables,G,"Classics, Drama",Delbert Mann,99,Fresh,69,76,0
Shadow of a Doubt,PG,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,108,Certified-Fresh,100,89,10
Shaft,R,"Action & Adventure, Classics",Gordon Parks,100,Certified-Fresh,88,68,7
The Shaggy Dog,G,"Classics, Comedy, Kids & Family, Science Fiction & Fantasy",Charles Barton,104,Fresh,68,48,4
Shakedown,R,"Action & Adventure, Drama, Mystery & Suspense",James Glickenhaus,90,Fresh,63,40,6
Shall We Dance,NR,"Classics, Comedy, Drama, Musical & Performing Arts, Romance",Mark Sandrich,109,Fresh,89,85,0
The Shooting,PG-13,"Action & Adventure, Classics, Drama, Western",Monte Hellman,82,Fresh,100,65,2
Short Circuit,PG,"Comedy, Kids & Family, Science Fiction & Fantasy",John Badham,98,Rotten,59,67,6
A Shot in the Dark,PG,"Classics, Comedy, Drama",Blake Edwards,101,Fresh,94,87,4
Show Boat,NR,"Classics, Drama, Musical & Performing Arts",George Sidney,107,Fresh,89,71,0
"Silent Night, Deadly Night",R,Horror,Charles E. Sellier Jr,79,Rotten,35,39,2
The Silent Partner,R,"Comedy, Drama, Mystery & Suspense, Romance",Daryl Duke,103,Fresh,71,85,1
Silver Streak,PG,"Action & Adventure, Comedy, Romance",Arthur Hiller,113,Fresh,81,71,1
Simon,PG,"Comedy, Science Fiction & Fantasy",Marshall Brickman,97,Rotten,57,69,2
Sinbad the Sailor,NR,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance",Richard Wallace,117,Fresh,80,60,0
Skin Deep,R,Comedy,Blake Edwards,101,Rotten,38,56,1
Sleeping Beauty,G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","Les Clark, Clyde Geronimi, Wolfgang Reitherman, Eric Larson",75,Certified-Fresh,89,80,7
Something to Sing About,NR,"Classics, Comedy, Drama, Musical & Performing Arts",Victor Schertzinger,93,Fresh,83,29,0
Sorcerer,PG,"Action & Adventure, Mystery & Suspense",William Friedkin,121,Fresh,79,83,8
Sparkle,PG,"Drama, Musical & Performing Arts",Sam O'Steen,100,Rotten,10,90,2
Spartacus,PG-13,"Action & Adventure, Classics, Drama",Stanley Kubrick,184,Certified-Fresh,93,87,9
Splash,PG,"Comedy, Science Fiction & Fantasy, Romance",Ron Howard,,,,,8
Spring Break,R,Comedy,"Sean S. Cunningham, Keith Hemstreet",100,Rotten,20,41,2
The Squeeze,PG-13,"Action & Adventure, Comedy, Mystery & Suspense, Romance",Roger Young,101,Rotten,14,29,1
The St. Valentine's Day Massacre,NR,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Roger Corman,100,Fresh,89,66,1
Stagecoach,NR,"Action & Adventure, Classics, Drama, Western",John Ford,96,Certified-Fresh,100,86,7
Stage Fright,G,"Classics, Documentary, Drama, Mystery & Suspense",Alfred Hitchcock,110,Fresh,90,68,6
Stakeout,R,"Comedy, Mystery & Suspense",John Badham,115,Fresh,88,56,6
A Star Is Born,PG,"Classics, Drama","William Wellman, Jack Conway",111,Fresh,100,78,5
A Star Is Born,PG,"Classics, Drama, Musical & Performing Arts",George Cukor,176,Certified-Fresh,98,82,6
A Star is Born,R,"Drama, Musical & Performing Arts, Romance",Frank R. Pierson,140,Rotten,36,64,7
101 Dalmatians,G,"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense","Clyde Geronimi, Hamilton S. Luske, Wolfgang Reitherman, Hamilton Luske",79,Certified-Fresh,98,76,7
101 Dalmatians II: Patch's London Adventure,G,"Animation, Kids & Family, Musical & Performing Arts","Jim Kammerud, Brian Smith",73,Fresh,67,41,1
The Sting,PG,"Classics, Comedy, Drama",George Roy Hill,129,Certified-Fresh,94,95,10
The Stranger,PG,"Classics, Drama, Mystery & Suspense",Orson Welles,95,Fresh,96,81,5
A Streetcar Named Desire,PG,"Classics, Drama",Elia Kazan,122,Certified-Fresh,98,90,13
Suddenly,PG,"Action & Adventure, Classics, Drama, Mystery & Suspense",Lewis Allen,75,Fresh,100,63,1
Summer School,PG-13,Comedy,Carl Reiner,96,Fresh,63,58,6
The Sundowners,NR,"Action & Adventure, Classics, Drama",Fred Zinnemann,133,Fresh,75,62,2
The Sunshine Boys,PG,"Classics, Comedy, Drama",Herbert Ross,111,Fresh,71,73,3
Suspect,R,"Drama, Horror, Mystery & Suspense",Peter Yates,121,Fresh,67,58,1
Suspicion,NR,"Classics, Drama, Mystery & Suspense",Alfred Hitchcock,99,Fresh,97,78,7
Svengali,NR,"Classics, Drama, Horror, Mystery & Suspense",Archie Mayo,76,Fresh,83,80,0
Sweet Bird of Youth,R,"Classics, Drama",Richard Brooks,120,Fresh,72,72,4
Swing Time,NR,"Classics, Musical & Performing Arts, Romance",George Stevens,105,Fresh,97,87,5
Swiss Family Robinson,G,"Action & Adventure, Kids & Family",Ken Annakin,128,Fresh,82,78,2
A Tale of Two Cities,NR,"Classics, Drama, Romance",Jack Conway,128,Fresh,92,84,0
The Taming of the Shrew,NR,"Classics, Comedy, Drama, Romance","Franco Zeffirelli, Artie Mandelberg",126,Fresh,83,74,3
Target,R,"Action & Adventure, Drama, Mystery & Suspense",Arthur Penn,117,Fresh,71,35,0
"Tarzan, the Ape Man",R,Action & Adventure,John Derek,112,Rotten,10,19,4
Tempest,PG,"Comedy, Documentary, Drama, Special Interest",Paul Mazursky,145,Rotten,55,74,2
The Ten Commandments,NR,"Classics, Drama, Faith & Spirituality",Cecil B. DeMille,146,Fresh,83,73,0
The Ten Commandments,G,"Classics, Drama, Faith & Spirituality",Cecil B. DeMille,220,Fresh,89,87,6
Tales of Terror,NR,"Classics, Comedy, Cult Movies, Horror, Mystery & Suspense",Roger Corman,90,Fresh,71,63,0
That Championship Season,R,Drama,Jason Miller,108,Fresh,71,50,0
Them!,PG,"Classics, Horror, Science Fiction & Fantasy",Gordon Douglas,94,Fresh,100,77,4
Shivers (They Came from Within) (The Parasite Murders),R,"Horror, Science Fiction & Fantasy",David Cronenberg,88,Fresh,84,59,3
They Drive by Night,NR,"Classics, Drama",Raoul Walsh,93,Fresh,92,71,4
Thief,R,"Action & Adventure, Drama, Mystery & Suspense",Michael Mann,122,Fresh,94,81,4
The Thing from Another World,NR,"Classics, Horror, Science Fiction & Fantasy",Christian Nyby,87,Fresh,89,73,4
The Thing,R,"Horror, Science Fiction & Fantasy",John Carpenter,108,Certified-Fresh,85,92,9
Thirst,R,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Rod Hardy,98,Fresh,100,41,1
This Gun for Hire,R,"Classics, Drama, Mystery & Suspense",Frank Tuttle,80,Fresh,93,82,1
Three Amigos!,PG,"Comedy, Western",John Landis,105,Rotten,45,67,12
Tre Fratelli (Three Brothers),PG,"Art House & International, Drama",Francesco Rosi,113,Fresh,100,60,1
The Three Musketeers,NR,"Action & Adventure, Classics, Comedy, Drama, Romance",George Sidney,125,Fresh,78,74,1
The Three Musketeers,PG,"Action & Adventure, Comedy",Richard Lester,105,Fresh,86,78,0
The Time Machine,G,"Action & Adventure, Classics, Science Fiction & Fantasy",George Pal,103,Fresh,76,79,3
Tommy,PG,"Drama, Musical & Performing Arts",Ken Russell,111,Fresh,70,72,8
The Toolbox Murders,R,"Drama, Horror",Dennis Donnelly,93,Rotten,0,30,0
Top Secret!,PG,Comedy,"David Zucker, Jim Abrahams, Jerry Zucker",90,Fresh,77,80,7
I corpi presentano tracce di violenza carnale (Torso) (Bodies Bear Traces of Carnal Violence),R,"Art House & International, Horror, Mystery & Suspense",Sergio Martino,90,Rotten,50,55,1
Touch of Evil,PG-13,"Classics, Drama, Mystery & Suspense",Orson Welles,95,Certified-Fresh,95,92,23
Tough Guys,PG,Comedy,Jeff Kanew,103,Rotten,57,55,2
Treasure Island,NR,"Action & Adventure, Classics",Victor Fleming,105,Fresh,100,74,0
Treasure Island,PG,"Action & Adventure, Classics, Kids & Family",Byron Haskin,96,Fresh,100,67,0
Le Procès (The Trial),NR,"Art House & International, Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",Orson Welles,118,Fresh,83,87,8
The Trip,R,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",Roger Corman,85,Rotten,39,52,5
Twelve O'Clock High,NR,"Action & Adventure, Classics, Drama",Henry King,132,Fresh,96,87,5
Twins,PG,Comedy,Ivan Reitman,112,Rotten,43,39,10
Uncommon Valor,R,"Action & Adventure, Drama",Ted Kotcheff,105,Rotten,56,62,1
The Undefeated,G,"Classics, Western",Andrew V. McLaglen,119,Rotten,29,65,2
Unfaithfully Yours,NR,"Classics, Comedy, Musical & Performing Arts, Romance",Preston Sturges,105,Fresh,93,87,4
The Unforgiven,G,"Action & Adventure, Classics, Drama, Western, Romance",John Huston,125,Fresh,60,59,0
Valley Girl,R,"Comedy, Drama, Romance",Martha Coolidge,95,Fresh,83,72,4
Venom,R,"Cult Movies, Horror, Mystery & Suspense",Piers Haggard,93,Rotten,43,31,1
Vice Versa,PG,"Comedy, Kids & Family, Science Fiction & Fantasy",Brian Gilbert,97,Rotten,43,41,1
Victory,PG,"Action & Adventure, Drama",John Huston,117,Fresh,63,71,3
Village of the Damned,R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Wolf Rilla,78,Fresh,92,77,4
Walking Tall,R,"Action & Adventure, Classics, Drama",Phil Karlson,125,Fresh,75,71,0
The Warriors,R,"Action & Adventure, Cult Movies, Drama",Walter Hill,90,Fresh,90,88,4
Water,PG-13,"Action & Adventure, Comedy, Drama",Dick Clement,91,Rotten,0,68,6
We're No Angels,PG-13,"Comedy, Romance",Neil Jordan,108,Rotten,47,41,2
Weird Science,PG-13,"Comedy, Science Fiction & Fantasy",John Hughes,94,Rotten,57,69,5
When a Stranger Calls,R,"Horror, Mystery & Suspense",Fred Walton,100,Rotten,41,49,2
Where the Boys Are,NR,"Classics, Comedy, Drama, Romance","Henry Levin, George Wells",99,Fresh,88,70,0
White Christmas,G,"Classics, Kids & Family, Musical & Performing Arts, Special Interest",Michael Curtiz,120,Certified-Fresh,77,88,10
Willard,PG,Horror,Daniel Mann,95,Rotten,57,38,2
Winchester '73,NR,"Classics, Western",Anthony Mann,92,Fresh,100,86,6
Witness,R,"Drama, Mystery & Suspense, Romance",Peter Weir,112,Certified-Fresh,93,80,10
A Woman's Face,NR,"Classics, Drama, Mystery & Suspense",George Cukor,106,Fresh,100,82,0
The Women,NR,"Classics, Comedy, Drama",George Cukor,132,Fresh,92,88,8
The Wrong Man,PG,"Classics, Drama",Alfred Hitchcock,105,Fresh,92,75,2
Wuthering Heights,G,"Classics, Drama, Romance",William Wyler,103,Fresh,96,85,1
Year of the Dragon,R,"Action & Adventure, Drama",Michael Cimino,134,Rotten,56,52,2
The Yearling,G,"Classics, Kids & Family",Clarence Brown,128,Fresh,100,76,0
"Yours, Mine and Ours",NR,"Classics, Comedy, Kids & Family",Melville Shavelson,111,Rotten,50,80,2
Blue Steel,R,"Action & Adventure, Drama, Mystery & Suspense",Kathryn Bigelow,102,Fresh,75,35,6
Where the Heart Is,R,"Comedy, Drama",John Boorman,94,Rotten,10,58,1
